Name,Timestamp,Content,Comments,Retweets,Likes,Tags,Mentions,Tweet ID,Handle,Sentiment,Contains False Info,Verify,Engagement
Amaravati Today,2024-04-04 06:19:10+00:00,"Taiwan earthquake injuries top 1,000, missing hotel workers found#taiwanearthquake #HualienDisaster #RescueMission #NaturalDisaster #EmergencyResponse #AmaravatiToday #EarthquakeInjuries #TaiwanNews #MissingWorkersFound #disasterrecovery #amaravati",0,0,0,"['#taiwanearthquake', '#HualienDisaster', '#RescueMission', '#NaturalDisaster', '#EmergencyResponse', '#AmaravatiToday', '#EarthquakeInjuries', '#TaiwanNews', '#MissingWorkersFound', '#disasterrecovery', '#amaravati']",[],tweet_id:1775770064677216688,@amaravati_today,0.15,False,False,0
Knowvity,2024-04-04 06:15:56+00:00,"A major earthquake in Taiwan has triggered rockfalls, trapping individuals. Rescue operations are underway to reach those still cut off. #TaiwanEarthquake #RescueEfforts #NaturalDisaster #TrappedSurvivors",0,0,0,"['#TaiwanEarthquake', '#RescueEfforts', '#NaturalDisaster', '#TrappedSurvivors']",[],tweet_id:1775769251271360810,@knowvity,0.0625,False,False,0
Zoop Press,2024-04-04 05:32:40+00:00,Taiwan Shaken by Most Powerful Earthquake in Decades - Death Toll Rising!#TaiwanEarthquake #PowerfulQuake #NaturalDisaster #RescueEfforts #StayInformed,0,0,0,"['#TaiwanEarthquake', '#PowerfulQuake', '#NaturalDisaster', '#RescueEfforts', '#StayInformed']",[],tweet_id:1775758365458923937,@zooppress,0.4,False,False,0
Zoop Press,2024-04-04 05:19:49+00:00,"Deadly Earthquake Rocks Taiwan, Leaving Thousands Trapped and Injured!#TaiwanEarthquake #NaturalDisaster #TaiwanQuake #EarthquakeUpdates #PrayForTaiwan",0,0,0,"['#TaiwanEarthquake', '#NaturalDisaster', '#TaiwanQuake', '#EarthquakeUpdates', '#PrayForTaiwan']",[],tweet_id:1775755127795953764,@zooppress,-0.2,False,False,0
News18,2024-04-04 04:32:48+00:00,Rescuers search collapsed buildings in Hualien near Taiwan quake epicentre #Taiwan #TaiwanEarthquake #Eathquake #NaturalDisaster,4,1,3,"['#Taiwan', '#TaiwanEarthquake', '#Eathquake', '#NaturalDisaster']",[],tweet_id:1775743298382217268,@CNNnews18,0.1,False,False,8
Zoop Press,2024-04-04 04:02:46+00:00,Ohio Valley Counties Hit by Devastating Floods! Shocking Details Inside!#OhioValleyFloods #NaturalDisaster #FloodDamage #CommunitySupport #VolunteerCleanup,0,0,0,"['#OhioValleyFloods', '#NaturalDisaster', '#FloodDamage', '#CommunitySupport', '#VolunteerCleanup']",[],tweet_id:1775735741404045666,@zooppress,-1.0,False,False,0
GeoMT,2024-04-04 02:50:28+00:00,"Is there any indication that this alignment of planets caused the 7.4 magnitude earthquake in Taiwan on April 4, 2024, at 02:02:54 (UTC)?#TaiwanEarthquake #PlanetaryAlignment #NaturalDisaster",0,0,0,"['#TaiwanEarthquake', '#PlanetaryAlignment', '#NaturalDisaster']",[],tweet_id:1775717546085482728,@GeoMT_Inc,0.0,False,False,0
News18,2024-04-04 02:34:50+00:00,An earthquake of magnitude 5.5 on the Richter scale hit China’s Qinghai province today#earthquake #china #Qinghai #richterscale #NaturalDisaster #naturalcalamity https://news18.com/world/5-5-magnitude-quake-hits-chinas-qinghai-province-8839064.html…,0,0,4,"['#earthquake', '#china', '#Qinghai', '#richterscale', '#NaturalDisaster', '#naturalcalamity']",[],tweet_id:1775713608607186972,@CNNnews18,0.0,False,False,4
Asia News Network,2024-04-04 02:31:23+00:00,"Although damage from the earthquake in the greater Taipei region was mild compared with Hualien, it was startling to spot cracked walls and fallen tiles in and around the capital. #NaturalDisaster #Society #Taiwan #TheStraitsTimeshttps://asianews.network/taiwan-earthquake-terrifying-episode-but-life-goes-on-in-taipei/…",4,1,0,"['#NaturalDisaster', '#Society', '#Taiwan', '#TheStraitsTimes']",[],tweet_id:1775712741107376593,@asianewsnetwork,0.11111111111111109,False,False,5
Magzter,2024-04-04 01:48:27+00:00,Tragedy strikes as Taiwan grapples with the aftermath of the strongest earthquake in 25 years.  brings you the latest updates. Read more in today's edition. https://magzter.com/IN/Express-Network-Private-Limited/The-New-Indian-Express-Chennai/Newspaper/?utm_source=ios_magzter&utm_term=14828074… #TaiwanEarthquake #PrayForTaiwan #NaturalDisaster #NewIndianExpress,0,0,0,"['#TaiwanEarthquake', '#PrayForTaiwan', '#NaturalDisaster', '#NewIndianExpress']",['@NewIndianXpress'],tweet_id:1775701937385799743,@mobilemagzter,0.5,False,False,0
すーぱーニュースちゃん,2024-04-04 01:23:38+00:00,"""Can you handle the shake? Read all about the terrifying experience of a Japanese person caught in an intense earthquake in Taiwan. Check out the post here: https://ift.tt/e9PQ5Ta  #NaturalDisaster #TerrifyingExperience""",0,0,0,"['#NaturalDisaster', '#TerrifyingExperience']",[],tweet_id:1775695690582163612,@Super_News_Chan,-0.26666666666666666,False,False,0
Asia News Network,2024-04-04 01:02:59+00:00,"At least 28 buildings collapsed throughout Taiwan following the earthquake, with 17 of them located in Hualien County. #NaturalDisaster #Society #Taiwan #ChinaDailyhttps://asianews.network/9-dead-over-800-injured-in-7-3-magnitude-quake-in-chinas-taiwan/…",0,0,0,"['#NaturalDisaster', '#Society', '#Taiwan', '#ChinaDaily']",[],tweet_id:1775690496175689984,@asianewsnetwork,-0.15,False,False,0
Lobby,2024-04-03 23:24:33+00:00,"What’s with all the random  ass  disasters  going  on  , which One of you mfs is using the disaster  generator.  
this  ain't  no  natural  disaster  survival  CMON  YALL  #Naturaldisaster #Roblox #Naturaldisastersurvival",0,0,2,"['#Naturaldisaster', '#Roblox', '#Naturaldisastersurvival']",[],tweet_id:1775665724142285180,@_DeadManWalk1ng,-0.275,False,False,2
Knowvity,2024-04-03 22:23:34+00:00,"A 7.4 magnitude earthquake has hit Taiwan, causing fatalities, injuries, and leaving 70 workers stranded in quarries. #TaiwanEarthquake #NaturalDisaster #EmergencyResponse #Earthquake",0,0,0,"['#TaiwanEarthquake', '#NaturalDisaster', '#EmergencyResponse', '#Earthquake']",[],tweet_id:1775650378698150209,@knowvity,0.0,False,False,0
Youngzine,2024-04-03 22:10:02+00:00,The Saffir-Simpson Hurricane Wind Scale helps categorize the severity of #hurricanes. But how can we describe the increasing severity of #storms due to #climatechange? Adding a Category 6 may be the solution: https://buff.ly/4cV8xhB #naturaldisaster #science #weather,0,0,0,"['#hurricanes', '#storms', '#climatechange', '#naturaldisaster', '#science', '#weather']",[],tweet_id:1775646969035141140,@youngzine,-0.125,False,False,0
THE PULSE,2024-04-03 21:59:56+00:00," Taiwan's Strongest Quake in 25 Years 
Taiwan experiences its most potent earthquake in 25 years, resulting in casualties, injuries, and significant damage.#TaiwanEarthquake, #NaturalDisaster, #EarthquakeAlert, #SafetyFirst, #EmergencyResponse, #HualienQuake, #TaiwanStrong",0,0,0,"['#TaiwanEarthquake', '#NaturalDisaster', '#EarthquakeAlert', '#SafetyFirst', '#EmergencyResponse', '#HualienQuake', '#TaiwanStrong']",[],tweet_id:1775644430701121605,@viralpulsenews,0.4583333333333333,False,False,0
Asia News Network,2024-04-03 21:16:02+00:00,"The quake is the strongest tremor to hit the island in at least 25 years, and sparked a tsunami warning for southern Japan and the Philippines that was later lifted. #NaturalDisaster #Taiwan #TheStraitsTimeshttps://asianews.network/four-dead-dozens-injured-after-7-4-magnitude-quake-rocks-taiwan/…",0,0,0,"['#NaturalDisaster', '#Taiwan', '#TheStraitsTimes']",[],tweet_id:1775633380622639347,@asianewsnetwork,-0.09999999999999999,False,False,0
Johnny,2024-04-03 20:51:36+00:00,Dashcam footage captures terrifying moment boulder smashes car during strong earthquake in Taiwan#earthquake #naturaldisaster #Taiwan #safety #dashcam #preparedness #seismic #staysafe #emergency #disasterresponse,3,1,0,"['#earthquake', '#naturaldisaster', '#Taiwan', '#safety', '#dashcam', '#preparedness', '#seismic', '#staysafe', '#emergency', '#disasterresponse']",[],tweet_id:1775627233400426572,@Xghzqtk_,-0.2833333333333333,False,False,4
No Fluff News,2024-04-03 20:40:12+00:00,"Taiwan Earthquake and Tsunami Warning

A powerful earthquake in Taiwan has resulted in seven deaths, over 700 injuries, and numerous people trapped in collapsed buildings and tunnels. A 10-foot tsu...#TaiwanEarthquake #TsunamiWarning #NaturalDisaster",0,0,0,"['#TaiwanEarthquake', '#TsunamiWarning', '#NaturalDisaster']",[],tweet_id:1775624361912733806,@RealNoFluffNews,0.033333333333333326,False,False,0
The Dig Daily Dose,2024-04-03 20:11:41+00:00,Hope everyone in Taiwan is safe! Natural disasters remind us of our vulnerability. Stay strong. #TaiwanEarthquake #NaturalDisaster #SafetyFirst,0,0,1,"['#TaiwanEarthquake', '#NaturalDisaster', '#SafetyFirst']",[],tweet_id:1775617186570416453,@TheDigDailyDose,0.38611111111111107,False,False,1
LokMarg,2024-04-03 18:41:09+00:00,"77 Trapped, 700 Injured As Powerful Earthquake Hits Taiwan#TaiwanEarthquake #NaturalDisaster #Earthquake #TrappedInTaiwanEarthquake",0,0,0,"['#TaiwanEarthquake', '#NaturalDisaster', '#Earthquake', '#TrappedInTaiwanEarthquake']",[],tweet_id:1775594404071505964,@LokMarg,0.04999999999999999,False,False,0
ShaFilms Stock Footage,2024-04-03 18:30:00+00:00,Aerial of Houston neighborhood flooded after #Hurricane Harvey - Stock Footage https://pond5.com/stock-footage/item/79590604-aerial-houston-neighborhood-flooded-after-hurricane-harvey… via  #weather #climatechange #storm #documentaryphotography #dronephotograpy #naturaldisaster,0,0,0,"['#Hurricane', '#weather', '#climatechange', '#storm', '#documentaryphotography', '#dronephotograpy', '#naturaldisaster']",['@pond5'],tweet_id:1775591599000744146,@shabazzshareef,0.0,False,False,0
Bharat Vichar,2024-04-03 18:28:19+00:00,"ताइवान में 25 साल बाद सबसे बड़ा भूचाल आ गया है!
. 
. 
Follow for more: By: .
.#earearthquake #taiwan #japantsunami #taipei #topnews #news #japan #naturaldisaster",0,3,15,"['#earearthquake', '#taiwan', '#japantsunami', '#taipei', '#topnews', '#news', '#japan', '#naturaldisaster']","['@TheBharatVichar', '@sumitp191']",tweet_id:1775591172406493188,@TheBharatVichar,0.5,False,False,18
The Daily Star,2024-04-03 18:21:19+00:00,#Taiwan's biggest #earthquake in at least 25 years killed nine people yesterday and injured more than 900.#naturaldisaster #WorldNews,0,0,5,"['#Taiwan', '#earthquake', '#naturaldisaster', '#WorldNews']",[],tweet_id:1775589414653366701,@dailystarnews,0.0,False,False,5
Knowvity,2024-04-03 18:05:34+00:00,Search and rescue missions intensify in Taiwan following a 7.4-magnitude earthquake with over 900 injuries reported. Efforts underway to reach those trapped. #TaiwanEarthquake #RescueOperation #NaturalDisaster #StayStrongTaiwan,0,0,0,"['#TaiwanEarthquake', '#RescueOperation', '#NaturalDisaster', '#StayStrongTaiwan']",[],tweet_id:1775585447390978136,@knowvity,-0.1,False,False,0
The Blue Truth,2024-04-03 17:15:32+00:00,تائیوان میں خوفناک زلزلہ..!!#TaiwanEarthquake #NaturalDisaster #EarthquakeAlert #EmergencyResponse#DisasterRelief #TaiwanQuake #EarthquakeDamage #EmergencySituation#DisasterRecovery #SafetyFirst #tbt #TheBlueTruth,0,0,0,"['#TaiwanEarthquake', '#NaturalDisaster', '#EarthquakeAlert', '#EmergencyResponse', '#DisasterRelief', '#TaiwanQuake', '#EarthquakeDamage', '#EmergencySituation', '#DisasterRecovery', '#SafetyFirst', '#tbt', '#TheBlueTruth']",[],tweet_id:1775572858271412279,@thebluetruth_,0.0,False,False,0
CharismaMag,2024-04-03 16:14:41+00:00,"Early Wednesday morning, Taiwan experienced the strongest earthquake to hit the island nation in 25 years, with aftershocks being felt across the Pacific.

Read Now: https://bit.ly/3xmLSKA#CharismaMag #Taiwan #earthquake #Asia #Pacific #naturaldisaster",0,0,0,"['#CharismaMag', '#Taiwan', '#earthquake', '#Asia', '#Pacific', '#naturaldisaster']",[],tweet_id:1775557542858613046,@charismamag,0.45,False,False,0
ENERZA,2024-04-03 16:00:01+00:00,"With the increasing impact of #climate  change, it's clear that #naturaldisaster 's are becoming more frequent and severe. Enerza's solutions offer proactive outage prediction and wildfire prevention, fortifying #energy  #infrastructure  against nature's wrath.",0,0,0,"['#climate', '#naturaldisaster', '#energy', '#infrastructure']",[],tweet_id:1775553855364710464,@ENERZA_,0.28750000000000003,False,False,0
The World News,2024-04-03 15:54:22+00:00,"#TaiwanEarthquake   Update: 9 Dead, Over 900 Injured, Dozens Trapped in Strongest Quake in 25 Yearshttps://youtube.com/shorts/3nQTwIRZyRA?feature=share… click for more #TaiwanEarthquake #EarthquakeUpdates #EmergencyResponse #PrayForTaiwan #TaiwanQuake #NaturalDisaster #StayInformed  #EmergencyAid",0,0,0,"['#TaiwanEarthquake', '#TaiwanEarthquake', '#EarthquakeUpdates', '#EmergencyResponse', '#PrayForTaiwan', '#TaiwanQuake', '#NaturalDisaster', '#StayInformed', '#EmergencyAid']",[],tweet_id:1775552432464134406,@TheWorldNews08,0.033333333333333326,False,False,0
Germain Bailey,2024-04-03 15:23:02+00:00,Deadly earthquake strikes Taiwan's east coast https://noah-news.com/gb/en/news/2024/04/03/deadly-earthquake-strikes-taiwans-east-coast… #Taiwan #earthquake #naturaldisaster,0,0,0,"['#Taiwan', '#earthquake', '#naturaldisaster']",[],tweet_id:1775544544337019183,@GBailey_Noah,-0.2,False,False,0
Ava Amor,2024-04-03 14:46:49+00:00,"Taiwan's Tremor: The 7.4 Magnitude Earthquake Explained; #Taiwan, #Earthquake, #NaturalDisaster, #Tremor, #Magnitude7.4, #Explanation",0,0,0,"['#Taiwan', '#Earthquake', '#NaturalDisaster', '#Tremor', '#Magnitude7', '#Explanation']",[],tweet_id:1775535431678828601,@ava7amor,0.0,False,False,0
Raizner Slania LLP,2024-04-03 14:35:12+00:00,Texans could face nightmarish #hurricane threat this summer that could cost billions: http://atty.es/nUja50R62OH #HurricaneSeason #NaturalDisaster,0,0,1,"['#hurricane', '#HurricaneSeason', '#NaturalDisaster']",[],tweet_id:1775532508366459001,@raiznerslania,0.0,False,False,1
ADEEL BARKAT,2024-04-03 14:26:33+00:00,"#Breakingnews Hualien City, Taiwan earthquake.
Alarming Situation at #Taiwan 
10 killed and 950 injured after 7.4-magnitude earthquake acoording to taiwan fire Dept figure increased with time.#Tsunami #TsunamiOkinawa #TaiwanEarthquakeOkinawa #TaiwanEarthquake #naturaldisaster",5,1,9,"['#Breakingnews', '#Taiwan', '#Tsunami', '#TsunamiOkinawa', '#TaiwanEarthquakeOkinawa', '#TaiwanEarthquake', '#naturaldisaster']",[],tweet_id:1775530331031925201,@adeel_barkat,-0.15000000000000002,False,False,15
Zoop Press,2024-04-03 13:53:31+00:00,Devastation Strikes: Taiwan Rocked by Deadliest Quake in 25 Years!#TaiwanEarthquake #HualienQuake #NaturalDisaster #PrayForTaiwan #RescueEfforts,0,0,0,"['#TaiwanEarthquake', '#HualienQuake', '#NaturalDisaster', '#PrayForTaiwan', '#RescueEfforts']",[],tweet_id:1775522019700015429,@zooppress,0.0,False,False,0
TickTockTech,2024-04-03 13:51:56+00:00,"A powerful earthquake, the strongest in nearly 25 years, has struck the eastern part of the country, damaging buildings and leaving at least 4 people dead. 

Stay informed on the latest updates at NPR: https://tinyurl.com/455eca3y#Ticktocktech #Taiwan #Earthquake #NaturalDisaster",0,0,0,"['#Ticktocktech', '#Taiwan', '#Earthquake', '#NaturalDisaster']",[],tweet_id:1775521620141982178,@TickTockTech1,0.08,False,False,0
Zoop Press,2024-04-03 13:42:02+00:00,Devastation Strikes: Deadly 7.4 Earthquake Rocks Taiwan!#TaiwanEarthquake #NaturalDisaster #PrayForTaiwan #EmergencyResponse #GlobalSolidarity,0,0,0,"['#TaiwanEarthquake', '#NaturalDisaster', '#PrayForTaiwan', '#EmergencyResponse', '#GlobalSolidarity']",[],tweet_id:1775519128104923231,@zooppress,-0.2,False,False,0
Zoop Press,2024-04-03 13:28:09+00:00,Devastation Strikes: Deadly Earthquake Rocks Taiwan's East Coast!#TaiwanEarthquake #NaturalDisaster #EarthquakeAlert #HualienRescue #TaiwanStrong,0,0,0,"['#TaiwanEarthquake', '#NaturalDisaster', '#EarthquakeAlert', '#HualienRescue', '#TaiwanStrong']",[],tweet_id:1775515636804038804,@zooppress,-0.2,False,False,0
Zoop Press,2024-04-03 13:22:44+00:00,Terrifying Earthquake Traps Hundreds! Dramatic Rescue Footage Revealed!#TaiwanEarthquake #RescueMission #NaturalDisaster #PrayForTaiwan #EarthquakeAftermath,0,0,0,"['#TaiwanEarthquake', '#RescueMission', '#NaturalDisaster', '#PrayForTaiwan', '#EarthquakeAftermath']",[],tweet_id:1775514273697218995,@zooppress,-0.7166666666666667,False,False,0
Daisy Paisley,2024-04-03 13:13:47+00:00,"Taiwan hit by strongest earthquake in 25 years, resulting in fatalities and widespread damage https://noah-news.com/gb/en/world/2024/04/03/taiwan-hit-by-strongest-earthquake-in--years-resulting-in-fatalities-and-widespread-damage… #Taiwan #earthquake #naturaldisaster",0,0,0,"['#Taiwan', '#earthquake', '#naturaldisaster']",[],tweet_id:1775512021401755887,@DPaisley_Noah,0.0,False,False,0
Zoop Press,2024-04-03 13:10:54+00:00,"Terrifying Earthquake Rocks Taiwan: 9 Dead, 900 Injured!#TaiwanEarthquake #NaturalDisaster #BreakingNews #PrayforTaiwan #EarthquakeUpdates",0,0,0,"['#TaiwanEarthquake', '#NaturalDisaster', '#BreakingNews', '#PrayforTaiwan', '#EarthquakeUpdates']",[],tweet_id:1775511293468025098,@zooppress,-0.6,False,False,0
HospitalityLawyer.com®,2024-04-03 13:03:02+00:00,"Here's when #Airbnb will actually issue a refund, according to its updated policyhttps://ow.ly/hYWe50R79sI""The new policy offers cancellations and refunds to guests when they face ""unexpected major events.""#Hospitality #HospitalityIndustry #Travel #NaturalDisaster",0,0,1,"['#Airbnb', '#Hospitality', '#HospitalityIndustry', '#Travel', '#NaturalDisaster']",[],tweet_id:1775509315551478089,@hospitality_law,0.07977272727272727,False,False,1
NewsDrum,2024-04-03 12:42:43+00:00,"TN govt moves SC against Centre, seeks release of natural disaster relief fund#TamilNadu #SupremeCourtofIndia #NaturalDisaster #Cyclones #Flood #Michaung #MKStalin #DMK",0,0,0,"['#TamilNadu', '#SupremeCourtofIndia', '#NaturalDisaster', '#Cyclones', '#Flood', '#Michaung', '#MKStalin', '#DMK']",[],tweet_id:1775504199155056987,@thenewsdrum,0.1,False,False,0
Daisy Paisley,2024-04-03 12:16:50+00:00,"Powerful earthquake shakes Taiwan, killing nine and injuring hundreds https://noah-news.com/gb/en/news/2024/04/03/powerful-earthquake-shakes-taiwan-killing-nine-and-injuring-hundreds… #Taiwanearthquake #naturaldisaster #Hualien",0,0,2,"['#Taiwanearthquake', '#naturaldisaster', '#Hualien']",[],tweet_id:1775497688097697826,@DPaisley_Noah,0.3,False,False,2
Fourth Pillar Post,2024-04-03 11:58:00+00:00,"Devastating earthquake hits Taiwan, claiming lives and causing widespread destruction. Urgent relief efforts underway. #TaiwanEarthquake #NaturalDisaster #EmergencyResponseRead more: https://4thpillarpost.com",0,0,0,"['#TaiwanEarthquake', '#NaturalDisaster', '#EmergencyResponse']",[],tweet_id:1775492948290949294,@Post4th,-0.25,False,False,0
Zoop Press,2024-04-03 11:32:24+00:00,Tornado Terror: Devastation Strikes as Storm Ravages Kentucky and Tennessee!#Tornado #Kentucky #Tennessee #SevereWeather #NaturalDisaster,0,0,1,"['#Tornado', '#Kentucky', '#Tennessee', '#SevereWeather', '#NaturalDisaster']",[],tweet_id:1775486505575932115,@zooppress,0.0,False,False,1
Legally Speaking,2024-04-03 11:32:03+00:00,Tamil Nadu Govt Moves SC against Centre for Withholding Flood Relief Fundshttps://bitly.ws/3hkDm#TamilNadu #SupremeCourt #floods #naturaldisaster #centralgovt #LegallySpeaking,0,0,0,"['#TamilNadu', '#SupremeCourt', '#floods', '#naturaldisaster', '#centralgovt', '#LegallySpeaking']",['@Ashish_sinhaa'],tweet_id:1775486417864421535,@legallyspking,0.0,False,False,0
Scary(ish),2024-04-03 11:00:12+00:00," New Podcast! ""Scaryish - Ep 288: Hurricanes & Medical Mysteries"" on  #chimera #creepy #galveston #ghoststory #haunting #horror #humanchimera #hurricane #katrina #legend #medicalmystery #naturaldisaster #paranormal #paranormalpodcast",0,1,1,"['#chimera', '#creepy', '#galveston', '#ghoststory', '#haunting', '#horror', '#humanchimera', '#hurricane', '#katrina', '#legend', '#medicalmystery', '#naturaldisaster', '#paranormal', '#paranormalpodcast']",['@Spreaker'],tweet_id:1775478401509302750,@scaryishpod,-0.10984848484848486,False,False,2
Zoop Press,2024-04-03 10:35:16+00:00,"Breaking News: Deadly Earthquake Rocks Taiwan, Trapping Hundreds!#TaiwanEarthquake #BreakingNews #EarthquakeAlert #PrayForTaiwan #NaturalDisaster",0,0,0,"['#TaiwanEarthquake', '#BreakingNews', '#EarthquakeAlert', '#PrayForTaiwan', '#NaturalDisaster']",[],tweet_id:1775472125685727328,@zooppress,-0.2,False,False,0
Kai Lainey,2024-04-03 10:14:07+00:00,"Massive earthquake hits Taiwan, causing widespread destruction https://noah-news.com/gb/en/news/2024/04/03/massive-earthquake-hits-taiwan-causing-widespread-destruction… #Earthquake #Taiwan #NaturalDisaster",0,0,0,"['#Earthquake', '#Taiwan', '#NaturalDisaster']",[],tweet_id:1775466805512818756,@KLainey_Noah,0.0,False,False,0
Eric Gens,2024-04-03 09:41:42+00:00,"https://independent.co.uk/asia/east-asia/taiwan-earthquake-today-tsunami-warning-magnitude-b2522435.html?utm_source=reddit.com…Shen: Taiwan experiences the strongest earthquake in quite some time. I felt it as a strong tremor even in Taipei.

Periodically, Mother Nature reminds us that for all our efforts, we are but a small part of this world.#Taiwan #naturaldisaster",0,0,1,"['#Taiwan', '#naturaldisaster']",[],tweet_id:1775458646211559571,@Ragnorosis,0.09166666666666665,False,False,1
Daily Tuesday,2024-04-03 09:25:48+00:00,"Taiwan rocked by 7.4 quake, 4 dead, 60 injured. Tsunami alerts in Japan, Philippines. Stay safe everyone. #TaiwanQuake #TsunamiAlert #EarthquakeSafety #StaySafe #NaturalDisaster 

Read more: https://dailytuesday.co.uk/taiwan-earthquake-2024-tsunami-warnings/…",0,0,0,"['#TaiwanQuake', '#TsunamiAlert', '#EarthquakeSafety', '#StaySafe', '#NaturalDisaster']",[],tweet_id:1775454646045196536,@dailytuesdayuk,0.26666666666666666,False,False,0
Aiken Claiborne,2024-04-03 09:08:15+00:00,Taiwan hit by strongest earthquake in 25 years causing death and destruction https://noah-news.com/gb/en/news/2024/04/03/taiwan-hit-by-strongest-earthquake-in--years-causing-death-and-destruction… #Taiwan #earthquake #naturaldisaster,0,1,1,"['#Taiwan', '#earthquake', '#naturaldisaster']",[],tweet_id:1775450228671266878,@AClaiborne_Noah,0.0,False,False,2
Education Post News,2024-04-03 08:58:45+00:00,"Strongest earthquake in 25 years hits Taiwan; 7 dead, over 700 injured

Click here to read more  - https://educationpost.in/news/world/strongest-earthquake-in-25-years-hits-taiwan-7-dead-over-700-injured…#Taiwan #Earthquake #NaturalDisaster #LatestNews #EPNews",0,0,1,"['#Taiwan', '#Earthquake', '#NaturalDisaster', '#LatestNews', '#EPNews']",[],tweet_id:1775447837234364916,@Education_EP,0.15,False,False,1
Live Scoop,2024-04-03 08:30:00+00:00,"Taiwan earthquake today:
4 killed in 7.4 magnitude quake,
tsunami alert issued

Read More: https://livescoop.in/taiwan-japan-earthquake-news-what.../…#taiwán #taiwan #taiwanearthquake #taiwantsunami #china #earthquake #earthquakenews #naturaldisaster #news #livenews #latestnews #Trending #livescoop",0,0,0,"['#taiwán', '#taiwan', '#taiwanearthquake', '#taiwantsunami', '#china', '#earthquake', '#earthquakenews', '#naturaldisaster', '#news', '#livenews', '#latestnews', '#Trending', '#livescoop']",[],tweet_id:1775440604043805175,@x_livescoop,0.15,False,False,0
Viory Video,2024-04-03 08:16:32+00:00,Fire erupts at Hualien’s Donghua University as Taiwan hit by worst earthquake in 25 years#VioryVideo #HualienEarthquake #Taiwan #Hualien #NewTaipeiCity #BuildingCollapse #NaturalDisaster,0,1,2,"['#VioryVideo', '#HualienEarthquake', '#Taiwan', '#Hualien', '#NewTaipeiCity', '#BuildingCollapse', '#NaturalDisaster']",[],tweet_id:1775437211900469308,@vioryvideo,-1.0,False,False,3
Viory Video,2024-04-03 08:00:01+00:00,A factory warehouse collapses in New Taipei City after a deadly earthquake hits Taiwan.#VioryVideo #HualienEarthquake #Taiwan #NewTaipeiCity  #BuildingCollapse #NaturalDisaster,1,1,2,"['#VioryVideo', '#HualienEarthquake', '#Taiwan', '#NewTaipeiCity', '#BuildingCollapse', '#NaturalDisaster']",[],tweet_id:1775433057123664205,@vioryvideo,-0.03181818181818183,False,False,4
ShaFilms Stock Footage,2024-04-03 07:53:03+00:00,Aerial of Houston neighborhood flooded after #Hurricane Harvey - Stock Footage https://pond5.com/stock-footage/item/79590604-aerial-houston-neighborhood-flooded-after-hurricane-harvey… via  #weather #climatechange #storm #documentaryphotography #dronephotograpy #naturaldisaster,0,0,0,"['#Hurricane', '#weather', '#climatechange', '#storm', '#documentaryphotography', '#dronephotograpy', '#naturaldisaster']",['@pond5'],tweet_id:1775431305364181459,@shabazzshareef,0.0,False,False,0
Publicize News,2024-04-03 07:51:16+00:00,"A 7.2 magnitude earthquake struck Taiwan on Wednesday, the strongest in at least 25 years, resulting in four deaths, hundreds of injuries, and a tsunami warning for southern Japan and the Philippines. 

 #TaiwanEarthquake #NaturalDisaster #TsunamiWarning #Hualien #publicizenews",0,0,1,"['#TaiwanEarthquake', '#NaturalDisaster', '#TsunamiWarning', '#Hualien', '#publicizenews']",[],tweet_id:1775430857072714179,@PublicizeNews,-0.15,False,False,1
Witness News Now,2024-04-03 07:49:43+00:00,"A 7.2 magnitude earthquake struck Taiwan on Wednesday, the strongest in at least 25 years, resulting in four deaths, hundreds of injuries, and a tsunami warning for southern Japan and the Philippines. 

 #TaiwanEarthquake #NaturalDisaster #TsunamiWarning #Hualien #publicizenews",0,0,1,"['#TaiwanEarthquake', '#NaturalDisaster', '#TsunamiWarning', '#Hualien', '#publicizenews']",[],tweet_id:1775430466616660181,@PublicizeWNN,-0.15,False,False,1
Freedom Square News,2024-04-03 07:48:44+00:00,"Deadly Earthquake Hits Taiwan

Taiwan experienced its most powerful earthquake in 25 years, causing significant destruction and casualties.  #Taiwan #Earthquake #Hualien #NaturalDisaster ..1/4",3,0,0,"['#Taiwan', '#Earthquake', '#Hualien', '#NaturalDisaster']",[],tweet_id:1775430217693086068,@Freedom_Square_,0.35500000000000004,False,False,3
opportuneist.com,2024-04-03 07:46:14+00:00,"Taiwan Rocked by Worst Quake in Over Two Decades, Leaving Trail of Destructionhttps://opportuneist.com/?p=18141#7.2magnitudequake #naturaldisaster #seismicevent #Taiwanearthquake #tsunamiwarning",0,0,0,"['#naturaldisaster', '#seismicevent', '#Taiwanearthquake', '#tsunamiwarning']",[],tweet_id:1775429588828450959,@opportuneist,-1.0,False,False,0
Omar Ba,2024-04-03 07:03:19+00:00,Was in Taiwan last summer welcomed by great people . My thoughts and prayers are with the people of Taiwan and all those affected by the recent earthquake. #TaiwanEarthquake #PrayForTaiwan #NaturalDisaster #SupportAndSolidarity #RebuildAndRecover ”,0,0,3,"['#TaiwanEarthquake', '#PrayForTaiwan', '#NaturalDisaster', '#SupportAndSolidarity', '#RebuildAndRecover']",[],tweet_id:1775418787732279492,@LeOmarBa,0.26666666666666666,False,False,3
